REPRESENTANTE_RESTAURANTE,NOMBRE_PRODUCTO,CANTIDAD_MAXIMA,CANTIDAD_ACTUAL
HPgd0WjdNV,GLH4FWn2tH,1938312372,663829849
HPgd0WjdNV,tETzUkYcaj,1061510077,109369108
HPgd0WjdNV,ZeoRDzibJa,1489716586,571141866
1DSPHYSDHG,mCYoRdVfM7,1436325051,488198169
1DSPHYSDHG,As6wp0dkp9,449174040,280457619
1DSPHYSDHG,xxvMty6WcY,1360882835,677849473
1DSPHYSDHG,XUAMXNtnW7,2137506736,1146732778
1DSPHYSDHG,562X1kMeVw,852759622,223821641
1DSPHYSDHG,v2SImvMtAt,2033423588,1823493753
1DSPHYSDHG,NXaWWn5tSR,1650912393,1280962245
1DSPHYSDHG,VUNvOC6Slq,1106996795,309523958
1DSPHYSDHG,r5tIWKBQkq,1788559797,1160011918
1DSPHYSDHG,Du2J_Na0bi,1953011412,1403112613
1DSPHYSDHG,vxMdrSrgG4,853147787,184613514
1DSPHYSDHG,nJ91l8YToy,414341103,364053963
1DSPHYSDHG,Hw8mQTOgqj,1297779968,885919364
1DSPHYSDHG,JRC71zOGsF,1295925691,715490047
1DSPHYSDHG,r1jGDw6MzK,314496450,272768504
1DSPHYSDHG,P9LAjhcKZg,1725097687,139849814
1DSPHYSDHG,x_r1gKbC5Z,2132209413,49613323
1DSPHYSDHG,IY3ydLJlQh,1635396832,677259121
1DSPHYSDHG,utzUMmpMLz,619128544,377934386
1DSPHYSDHG,P9aQhnstXb,1927546496,1393094843
gDJKZYI_qN,6klggFmswU,1098210134,437216706
gDJKZYI_qN,4romVF9wWv,894944300,249489173
gDJKZYI_qN,yBjuIeLbfS,1605386447,1543911396
gDJKZYI_qN,xaBHmzAJmA,332022027,314224411
gDJKZYI_qN,grIT3TMlYj,1479948484,1382177235
gDJKZYI_qN,LB2YYViRm4,1252747501,444672610
gDJKZYI_qN,hoPTAWF6ey,2089778760,691668125
gDJKZYI_qN,K0G39AP5l4,354074108,182819840
gDJKZYI_qN,aXoN_pun3x,855616675,362905764
gDJKZYI_qN,G2F6QM_ZoB,1759237503,264704232
gDJKZYI_qN,zTIetnOTWM,1342727240,585977325
gDJKZYI_qN,C_pqihfeud,374688665,134599989
gDJKZYI_qN,h7sQS6oxXz,1230164053,142733769
gDJKZYI_qN,MIzD90bHeY,1208876398,211167446
gDJKZYI_qN,1AhZtKI4hZ,871761119,710203506
gDJKZYI_qN,C083wE3j2F,1579215020,946441763
gDJKZYI_qN,TvVoCpzvzC,570356807,419250600
gDJKZYI_qN,RMMx54jHGD,1082968903,496694621
gDJKZYI_qN,9aHJ4ltFvM,789736837,417183767
gDJKZYI_qN,GUOc9GjvZJ,1273521305,863047799
46SZk_k6h0,C9PmzlPcGz,1926571445,238286525
46SZk_k6h0,viHI2docDj,1865657218,1526661011
46SZk_k6h0,lcgR2Ghmiy,1813693338,1195571518
46SZk_k6h0,80TEklC4q9,516494770,474139499
46SZk_k6h0,usLW2rE6No,941443577,400645727
46SZk_k6h0,P23yEJED98,1822530009,1687554133
46SZk_k6h0,fPPk1y1fjA,1280440486,1101424147
46SZk_k6h0,zB45mObV9x,850569952,319800102
46SZk_k6h0,lOGBkYH1va,1479413702,1344884847
46SZk_k6h0,NxwHT68gid,917210769,520961670
46SZk_k6h0,Uxi_mMaTrO,1160171368,419519849
46SZk_k6h0,ldIJucAmUA,742954257,366907977
46SZk_k6h0,wFjcn7aHFF,1002818870,917600105
46SZk_k6h0,xCCjtOQcJD,824059539,519826950
46SZk_k6h0,fs4ODbAC9x,571334540,172181456
46SZk_k6h0,afYp4Gq6YW,1121944349,96373196
46SZk_k6h0,AKBQkiw9jO,2138100867,1464959123
46SZk_k6h0,th8PpD4HiE,1066919938,958900234
46SZk_k6h0,vVF2CPj55p,1867604404,1367731282
46SZk_k6h0,6md_FBDZQw,1540262151,1438422378
vGfNoKufS2,kgWXSlKwoU,1934638328,486318123
vGfNoKufS2,_XzN4oJrL2,1746062752,1383748250
vGfNoKufS2,r7Sc8K4eYv,352243782,137900942
vGfNoKufS2,H5dR1D7_1G,2041069480,1574475700
vGfNoKufS2,E0p8b0jbtz,1865008581,562127988
vGfNoKufS2,2bG0BdRcFp,1788571154,1203581433
vGfNoKufS2,SyXTDM0cwW,1769726070,1007609875
vGfNoKufS2,TD3_1GazYm,1693041905,1587113678
vGfNoKufS2,DIcSyN70oK,1155655622,69185071
vGfNoKufS2,tBqHypZBaZ,1980010068,828324304
vGfNoKufS2,Ek_kpDOOk4,1995718002,1917515542
vGfNoKufS2,nmM2s_xH1Q,931273424,731238536
vGfNoKufS2,_CoxIxkLsI,713685486,4273938
vGfNoKufS2,20p79BREfo,1967259013,489489068
vGfNoKufS2,ffo_nSndN8,1915510088,1259441479
vGfNoKufS2,1H7hnV7sTn,756633181,568930715
vGfNoKufS2,oCCBcHeRAp,1700964540,979675008
vGfNoKufS2,pjpQ1xZlai,1598023498,1553400910
vGfNoKufS2,25igZcCm8T,1237063853,436193581
vGfNoKufS2,49wIpPqPbR,1220174841,1132879720
AhNl8UT3xg,jdusmtmNZV,1948355454,1408974238
AhNl8UT3xg,IYAf6grLI8,1760808478,773219818
AhNl8UT3xg,Qqat7nDOHS,968677888,582891819
AhNl8UT3xg,J2srLbwt_h,1600553541,664802112
AhNl8UT3xg,8uKXucjAsY,1881884241,695698539
AhNl8UT3xg,Z203VLLTdx,1331645281,63091829
AhNl8UT3xg,JMBD5ld9Kw,2064376018,1000328042
AhNl8UT3xg,4NPXHnVgCC,2144137584,971267788
AhNl8UT3xg,lhK9Y1uKj9,2014784858,682118765
AhNl8UT3xg,4SsRk8gnFD,1953674333,942672487
AhNl8UT3xg,Ly8busdoWQ,1510100318,1080384501
AhNl8UT3xg,3KTKlw3mKI,1667055413,1073581086
AhNl8UT3xg,BdWx2E7f8o,1394542602,703179950
AhNl8UT3xg,cav9VYspsh,1371918331,125314550
AhNl8UT3xg,IdRwDoRyzW,882335653,829406916
AhNl8UT3xg,0keaZFGOB8,1843068062,1607844323
AhNl8UT3xg,SY23i5E_Sl,914875807,174175444
AhNl8UT3xg,Dnx7EOXam6,285898279,134848538
AhNl8UT3xg,MRAJQnX00G,2134633487,1758725010
AhNl8UT3xg,RLwEOVhmo4,1960654185,1762066538
zgetXoZTs3,ts8XyELQSq,1698871907,611816693
zgetXoZTs3,BKfB0jljwT,410913755,175512097
zgetXoZTs3,cAreyz3uyP,832516729,515730127
zgetXoZTs3,VFMAHqk3W6,1076652890,840140446
zgetXoZTs3,5ZWAuV2gP0,1645116812,328881308
zgetXoZTs3,iQe1WQls9s,1583225006,1464164742
zgetXoZTs3,n5pYTjdO8B,2054446256,1821049110
zgetXoZTs3,pEH0EE7Zzq,1393055457,182203777
zgetXoZTs3,0PsrvpstoI,1158559871,1135402620
zgetXoZTs3,f4Vh5BU7LJ,1593320304,288549146
zgetXoZTs3,M33eoyj2an,1650011305,1422086383
zgetXoZTs3,BKDHS3LKn2,285942320,162289638
zgetXoZTs3,fjgHgcu5rC,1810443213,108717587
zgetXoZTs3,K9l1Ly1eHF,2119951192,829321673
zgetXoZTs3,xS46S1ZJL_,1572215787,1209555862
zgetXoZTs3,q1yTkpxH95,780949578,490827319
zgetXoZTs3,C6R9veoXfD,1984701079,1045689321
zgetXoZTs3,n_ZIxkUJcf,1187975845,259946848
zgetXoZTs3,tPLBoAr5rj,809160856,703590764
zgetXoZTs3,Lx2vj3LbsF,1984578503,978650209
3BDYIhdrdO,pDz7ig8MHf,1675910536,447970822
3BDYIhdrdO,mTz7ai7oEX,797496354,740299563
3BDYIhdrdO,A1TMi6ZYLX,2146971853,461337274
3BDYIhdrdO,H_iDJi0Rsw,475536170,265520256
3BDYIhdrdO,YUYnUQX2a7,1131297636,12464334
3BDYIhdrdO,mbpYxVb4kl,914448282,731920787
3BDYIhdrdO,yjBwJ2C8o6,1241446561,49528186
3BDYIhdrdO,S0PnUXF2Kl,1863216969,616096803
3BDYIhdrdO,miN6QKjbPm,221640441,13699622
3BDYIhdrdO,JHCqDL6E4x,1917844595,1762218645
3BDYIhdrdO,MmKD32Rtsl,1434899862,571588300
3BDYIhdrdO,84YiOCDY_L,1260086769,410758395
3BDYIhdrdO,WVqYwfN2n6,1698643405,1659757622
3BDYIhdrdO,RvA8UsLO8n,1610719613,715984382
3BDYIhdrdO,EhybjVI6DM,2053333256,1936655794
3BDYIhdrdO,kEj_yGiFUu,149846257,64504643
3BDYIhdrdO,cM9vsjXgwp,1969118373,897283557
3BDYIhdrdO,LA26DIINFz,1388964454,1223185666
3BDYIhdrdO,vDdTBFtBlE,2145176756,1141429420
3BDYIhdrdO,YaH5KtpPEo,2012382031,1158349936
uPCvv672FL,yQgaVuzjWr,1838220144,320397070
uPCvv672FL,gn_VE_WSlY,1376828723,47852393
uPCvv672FL,Vwtlk5H6Xy,1761291313,67757974
uPCvv672FL,ixQx2Z2Byv,296902555,58987522
uPCvv672FL,mrQgTxxk06,1174780829,100097241
uPCvv672FL,eX9Xabgw8E,886449029,222359198
uPCvv672FL,hqoDdiEHMv,1861005618,1804976029
uPCvv672FL,10h4u3BJN0,1901508466,958827689
uPCvv672FL,arwBxtpL3t,1187722066,851077427
uPCvv672FL,EhPh0vPgni,1715821391,1528049301
uPCvv672FL,AHVLCU03GR,1782564042,1136088893
uPCvv672FL,BBoehx_Oxw,1286819568,1221779033
uPCvv672FL,AEaP8s2CKD,1751870146,360476778
uPCvv672FL,XQInKbl1T9,2008142476,473624583
uPCvv672FL,2j6kD_TpU_,1802552651,1218561928
uPCvv672FL,4X_Y4M6KBt,1921627841,874534926
uPCvv672FL,NbWvcPykMO,1916039093,1240207435
uPCvv672FL,hSJeg9EKqh,1626249733,1356058262
uPCvv672FL,_tfHnNbIz3,1269095984,920460197
uPCvv672FL,oxDHoqHqMp,1783485716,909566030
Gh9VqtINtB,OLBgFfqLCU,1559344612,491721532
Gh9VqtINtB,30b2mWpabA,1414699312,726520483
Gh9VqtINtB,rZXmDVBmDr,1378686615,1027575273
Gh9VqtINtB,4v2Gf650gg,999493567,498365263
Gh9VqtINtB,UlsmUteneb,1890877396,1583257472
Gh9VqtINtB,0l4MbfErvE,1547791160,1219495549
Gh9VqtINtB,nhwdCNaLSq,1362217872,1234514
Gh9VqtINtB,72mZCDUtUB,1395179695,965080873
Gh9VqtINtB,dpUjws9n2B,2138641050,1385738568
Gh9VqtINtB,LikqyarVua,1335473095,251011539
Gh9VqtINtB,MzFuUMC8jo,784370835,46821584
Gh9VqtINtB,l7IECwGDoF,1675740751,683902117
Gh9VqtINtB,xNa2FKXLoG,1779991595,162024031
Gh9VqtINtB,oyyGX1UoPw,1831478486,1070953278
Gh9VqtINtB,jbGg4i50x1,1300032972,689143214
Gh9VqtINtB,1f0jJ_W4qk,2041609510,843564379
Gh9VqtINtB,AKDK7HLYdY,1022184223,242159853
Gh9VqtINtB,1vw5poWtfg,1918242656,738146436
Gh9VqtINtB,fdzK1Xtacf,1604625460,991359572
Gh9VqtINtB,inD7vj2u6z,1509694346,145472485
YppELP_AqT,N3fPQnQL8r,1462093327,1398429273
YppELP_AqT,mzyCmrD8KG,1797050223,473326293
YppELP_AqT,GoorPMSPwK,1306758971,186977135
YppELP_AqT,2cRCHRt5W8,1943189534,1202072933
YppELP_AqT,Gu0mym1TLX,1110495779,881578159
YppELP_AqT,XzQPddH6_2,1223665007,909950302
YppELP_AqT,_Cl2EDjmyL,1819403800,149868328
YppELP_AqT,CuXWZjaKdP,1431810782,41788317
YppELP_AqT,aqnVKOP9d5,932063001,690358972
YppELP_AqT,ggrmineTZr,2099976981,1473736182
YppELP_AqT,D_LpfQIth4,1572369730,863723935
YppELP_AqT,4G8ryTkxDM,1753866945,630180017
YppELP_AqT,lmv5I8woL9,1057064615,902041658
YppELP_AqT,39WU0ZIrxM,1456837553,574688666
YppELP_AqT,JZrOTNHDtU,1316935102,641476538
YppELP_AqT,ahKlnAD7WB,1892112108,781267796
YppELP_AqT,2REjiXI2g1,1586220604,1248364952
YppELP_AqT,7mNJc47TC8,1780633191,95496009
YppELP_AqT,5EYgjJHbRl,1286102040,662724638
YppELP_AqT,TvHircXg4R,1896980196,1882413398
0K_c3J6R1G,7qhHyL4s_i,1665010706,1654216547
0K_c3J6R1G,DgOF_fZ3DP,1742357550,1510753793
0K_c3J6R1G,AADxoKdtz4,1042029055,8492471
0K_c3J6R1G,rTgr31u3L7,1491037787,1205330496
0K_c3J6R1G,Gt7m8y7Wrc,799799278,631506218
0K_c3J6R1G,8jO3aUhYx5,1790372503,453859958
0K_c3J6R1G,U2iTaG_AAT,2060041725,484899463
0K_c3J6R1G,sQN6CyPVKf,2017938039,883596573
0K_c3J6R1G,BFOytciDRg,488126976,109848571
0K_c3J6R1G,q16Raqy7ms,1648262761,870726073
0K_c3J6R1G,o6IlE1sjmR,1231750103,295990724
0K_c3J6R1G,eJZ7iQSRzU,1688483417,547160171
0K_c3J6R1G,4pxU1OvXnv,1958995897,1863489416
0K_c3J6R1G,gdeeaT6uL3,1560424775,623489563
0K_c3J6R1G,CYglD8fXnn,580631934,88225156
0K_c3J6R1G,834cHzysvL,1967721598,1669345703
0K_c3J6R1G,ewktdktM4X,950175143,757931448
0K_c3J6R1G,66ysCshBaP,1587779203,530895288
0K_c3J6R1G,6CzdET1j5j,1003249122,839290888
0K_c3J6R1G,xsoKG3A3Mn,1011400981,71140381
H7F6bTq5Cg,XkEX5AgPDZ,1115173374,313657969
H7F6bTq5Cg,jo8oXMqsD5,625125792,255011828
H7F6bTq5Cg,gJQFdzZNyZ,1769679785,928637607
H7F6bTq5Cg,gFgy1uzKpq,2137862569,1393738940
H7F6bTq5Cg,y0WO6GjNNX,1331836922,210527738
H7F6bTq5Cg,43p4QTN0OU,2145199217,704376933
H7F6bTq5Cg,zjWix225op,1316944155,159076241
H7F6bTq5Cg,lY7Fw9Nmrp,2125434380,1590618286
H7F6bTq5Cg,cCxZcaFw3S,451304340,367689841
H7F6bTq5Cg,jwNuAWmu1G,1751810903,594104998
H7F6bTq5Cg,mA5fnpdSHD,880389343,627683750
H7F6bTq5Cg,3VpNboa_30,1846097602,808584297
H7F6bTq5Cg,Bi3TcL8bq9,1735222199,212179116
H7F6bTq5Cg,8_QNeTLHtO,1685879372,442873680
H7F6bTq5Cg,JzkcGIyc2d,1633387459,151316293
H7F6bTq5Cg,pdFfwHMad3,1674894290,112221514
H7F6bTq5Cg,8rBziQuUpo,1871228522,1275034784
H7F6bTq5Cg,K_BddHzwbO,1397666277,1318199170
H7F6bTq5Cg,YIJ0lG6pgw,2083283877,1905941979
H7F6bTq5Cg,5D51mftbdA,966949328,885848437
M08JRKS3nO,qdOKhCXpnT,367315132,63199145
M08JRKS3nO,RKDSn4x5X_,1100644730,72688603
M08JRKS3nO,hJTRUFEycd,1880429244,1547236219
M08JRKS3nO,CQoi22Yuzd,1969558996,165798835
M08JRKS3nO,n1rbBcd6tt,1032081515,135696100
M08JRKS3nO,4wwX3KYSOG,2046475424,1939606339
M08JRKS3nO,2Tz0415p77,1699851904,779490475
M08JRKS3nO,uSYFBlNoEB,1860870658,873479907
M08JRKS3nO,xwweVYIEjw,2068598217,1492181946
M08JRKS3nO,95uZwYM4JP,719301334,66853332
M08JRKS3nO,73A5anfE91,2000960567,287272511
M08JRKS3nO,7cXFX9NxvX,1260797934,1011185099
M08JRKS3nO,y_R_4mYrUc,1932353030,1929304736
M08JRKS3nO,kgFnTifgoS,2074164860,531331699
M08JRKS3nO,4I8ufiQXoy,1893678347,812222790
M08JRKS3nO,tr9CGmh9c8,1842219693,487450223
M08JRKS3nO,zNDaDTeHJT,1984678716,441570250
M08JRKS3nO,zrOrAr3hJ5,1329994275,1120691867
M08JRKS3nO,2ntmxNsXNO,1844278937,1684260077
M08JRKS3nO,P_oy_fMeMA,1478627567,1153814066
pYxJSIv7DY,9k0SEcLLRh,860773074,652108795
pYxJSIv7DY,dZOv__KXlJ,914800964,576246732
pYxJSIv7DY,XixNhadXe8,606061226,71947350
pYxJSIv7DY,63ov3tt6AS,1893867532,1546471152
pYxJSIv7DY,JAN8d_lIMx,1559980490,392377887
pYxJSIv7DY,AsHmXT6m4c,1729460287,722459026
pYxJSIv7DY,6mSJmF9Za1,1463392083,23442318
pYxJSIv7DY,TjcntJFj3e,1999817476,1709233569
pYxJSIv7DY,bjN6_zb4Hb,1549371250,978689192
pYxJSIv7DY,jsZosarxeV,1771844683,419049644
pYxJSIv7DY,v32aydMg3E,1738586596,311245187
pYxJSIv7DY,G6FJ353MDx,1794946573,41748978
pYxJSIv7DY,eerlFNVkdR,1691617756,235143141
pYxJSIv7DY,SorUMWcTQp,2017239338,1559090524
pYxJSIv7DY,YsVZJ3sS1m,1196351084,1040267310
pYxJSIv7DY,bwiChu0k3T,2079215039,2017090544
pYxJSIv7DY,cD8jmbu5Re,1911173853,257664104
pYxJSIv7DY,iVFopIfd13,1456743243,931123997
pYxJSIv7DY,u_jkc1rwKU,1415792372,900714432
pYxJSIv7DY,uQtAR2bATk,1106167250,474750388
kUC0VtYVVI,9a3DWMKRCp,2044557667,1065624794
kUC0VtYVVI,wU4f4mf3jj,1313355634,1074880417
kUC0VtYVVI,EjThEOLUS6,1705383241,218752197
kUC0VtYVVI,7LMpsXtFYX,1985275514,1131835533
kUC0VtYVVI,AdwByJNILB,1017539369,514577068
kUC0VtYVVI,Qns4g9lDOb,1216953530,715260495
kUC0VtYVVI,Nzwe_gY_4p,766397680,332307712
kUC0VtYVVI,pQaR4hI9Vp,692388844,23644936
kUC0VtYVVI,TrS6sREbQ5,1864157600,398991208
kUC0VtYVVI,5VxC7TT7PR,1109277494,698680909
kUC0VtYVVI,MigFudj0KB,1788517291,648153108
kUC0VtYVVI,IWVECbStEL,1367918381,574548237
kUC0VtYVVI,0oKCougSl7,1638714204,665720748
kUC0VtYVVI,sW9f_Ypfw8,881844619,153479790
kUC0VtYVVI,v5NjtCBeFn,1619783281,1145834738
kUC0VtYVVI,xEE9ECRcw7,1671463357,83210042
kUC0VtYVVI,mV9_mAIogQ,1609246712,40898167
kUC0VtYVVI,N3PIi7Ppnh,1992752676,1193928544
kUC0VtYVVI,lMMf5aKeHO,1744480354,1271834212
kUC0VtYVVI,P7_rxcuM8m,1369133822,754659079
kxyjAU9s8B,jXZ1OXBhdX,744518666,675216996
kxyjAU9s8B,JKnzfjThpO,1743091035,1277295510
kxyjAU9s8B,fZegWBkTbF,738074883,366064202
kxyjAU9s8B,1g69_Jqgyu,1654136138,82021586
kxyjAU9s8B,9rEGHxEcmN,1264641678,695017038
kxyjAU9s8B,UwJMNJD2oC,1881480547,799331948
kxyjAU9s8B,LmJbQ2ElwV,1474464093,1452756632
kxyjAU9s8B,h_iyyLATsv,1084058825,766453987
kxyjAU9s8B,yos1O6rIOz,1060509934,490777553
kxyjAU9s8B,99sh2HdNIU,1703313414,1159546567
kxyjAU9s8B,6mgsRBz9rS,1157879806,663245205
kxyjAU9s8B,r6ZSGNpNqp,1788927996,1342146637
kxyjAU9s8B,rtCewF5rN8,892696274,366280486
kxyjAU9s8B,6UEr3F_ksJ,1983038001,1006362090
kxyjAU9s8B,zrt__JUe3K,1645290508,163706222
kxyjAU9s8B,hnb6b7WDmN,2018179261,481327470
kxyjAU9s8B,w3sSX5Cgrp,1926607827,269846056
kxyjAU9s8B,rQu2QP1ds0,1880879693,1393168075
kxyjAU9s8B,5e9YKAWQMQ,456126913,4154796
kxyjAU9s8B,jLL07vWOY6,1982809269,1896448859
z6Ps0cUKjM,PUplqKzsM7,1415023486,1120932238
z6Ps0cUKjM,GNcuv4KDgB,1999836151,1838452508
z6Ps0cUKjM,BbySEHLm05,1103317674,389483950
z6Ps0cUKjM,c145chq32C,1993158490,392109573
z6Ps0cUKjM,H3PDhIIWh5,2139420143,461708276
z6Ps0cUKjM,P0u4HcOdzZ,2116877181,340998782
z6Ps0cUKjM,XsdP1g4WAy,172264541,42488688
z6Ps0cUKjM,VIowH2YVKJ,320487884,159557873
z6Ps0cUKjM,MbcfDp_4di,2067833592,1180424160
z6Ps0cUKjM,hoEXu99nkb,1012967815,420607641
z6Ps0cUKjM,EB87Yhu8_P,1675970016,1143022763
z6Ps0cUKjM,WEZW7_Epsr,1662938569,476085374
z6Ps0cUKjM,6QxndcWiKa,1637685381,916854356
z6Ps0cUKjM,468W5xHbV3,1644488522,229404797
z6Ps0cUKjM,GWAaCxoItb,1968485623,1281591553
z6Ps0cUKjM,EiT_PT7Vsc,1082827641,917271652
z6Ps0cUKjM,opWqVqo7l3,1899009829,1826807387
z6Ps0cUKjM,UsiOhSJkpt,1668604380,1627260214
z6Ps0cUKjM,FClqtOskP1,1590797871,434722302
z6Ps0cUKjM,38JgJQvx1v,1611162213,1134624906
BEujcWKvsB,ryaa9uhGB0,1924501519,680177427
BEujcWKvsB,T3N60TAVDn,1667996915,1293384917
BEujcWKvsB,OQrBAaVlDn,1817785767,594583108
BEujcWKvsB,GzTkXs5ExY,993048671,691633067
BEujcWKvsB,apGQwUfC0I,1906822358,582319306
BEujcWKvsB,iKjwtvp7NE,1762925348,449317302
BEujcWKvsB,88KE8j1Ojp,845892477,796657939
BEujcWKvsB,hmHArxf4MQ,1823525987,373491054
BEujcWKvsB,_9tzZnQDz4,1375315335,911377957
BEujcWKvsB,q5z7ZLNIZp,1816176403,1267932799
BEujcWKvsB,8mf2e7QKeZ,2084863248,524889647
BEujcWKvsB,63NQZgH79a,1826316984,778138512
BEujcWKvsB,V1hgxE6Ahd,1971420172,1751084221
BEujcWKvsB,nYfOZEZn09,1590771595,920482876
BEujcWKvsB,Ureux5RQ6b,1725507080,251502850
BEujcWKvsB,NEG9wRK3z4,956832656,79796128
BEujcWKvsB,fvQpf1ME1A,710081609,398743682
BEujcWKvsB,GMH6G8tIPr,1389304356,1140177913
BEujcWKvsB,urat8_hmMK,951205539,415841998
BEujcWKvsB,0CRRIe4pH5,1781591160,198536869
SRWyslkBCa,7WQQx5_ShA,1843305535,37552961
SRWyslkBCa,pa6g_2ae3q,795777285,545799574
SRWyslkBCa,H24bP_3pYT,589620008,255359894
SRWyslkBCa,og9oBLhLZN,1105474911,1035375374
SRWyslkBCa,rmVdKKHzSr,1336199023,680909728
SRWyslkBCa,hrerDAv1bD,1655275118,1381957826
SRWyslkBCa,Ql4rPnfdiH,1529791885,1273046806
SRWyslkBCa,xDE50OSfqs,1557485819,986128930
SRWyslkBCa,iwmJ0aB5xe,374135332,300736725
SRWyslkBCa,yVQhQl6CsS,1313748769,73729271
SRWyslkBCa,dsScGPjHNH,1262952709,500002168
SRWyslkBCa,IptqQFB4Zx,1850965953,659931729
SRWyslkBCa,XORpKzFqeL,1238215572,288308113
SRWyslkBCa,kjq_3OwnCd,228905237,104217653
SRWyslkBCa,MkO_ugCsYf,1525340931,409233844
SRWyslkBCa,GVMs1qH_YK,2035249484,190164031
SRWyslkBCa,YRnAHlSQ52,457567114,270679034
SRWyslkBCa,0ANEKIDQB1,2098270164,642966233
SRWyslkBCa,GfrcyNNpB4,1580400895,577834541
SRWyslkBCa,qJXnFszH02,1690806039,1252812253
tuapBkrMqk,8ybQfie6Mt,1348065851,162882339
tuapBkrMqk,UiQhEl8qnb,1504091769,1213975644
tuapBkrMqk,BOnXZq5Ng2,1317380899,1166706243
tuapBkrMqk,q_RtE0CIxk,768094316,128244115
tuapBkrMqk,NYt5pv5bOK,546763365,116828518
tuapBkrMqk,kkDCkgBHdh,1998124143,822966989
tuapBkrMqk,RWPvTy_grg,1293661605,1141923454
tuapBkrMqk,mUJNTAtoCm,1407146102,83083837
tuapBkrMqk,6Xb8vs97py,1695025202,747113041
tuapBkrMqk,rgaHhexW3a,1550512050,229415990
tuapBkrMqk,2BPn4TQUbT,1888433668,1020190936
tuapBkrMqk,Gaqz8k5w5F,981877617,135397353
tuapBkrMqk,pLqj2m1RqS,1820557208,1085743556
tuapBkrMqk,qFqeLMjqu8,1280900442,1084277674
tuapBkrMqk,_G_zBenh0q,1737559392,909714576
tuapBkrMqk,c9x7elr0c8,1760976197,1323968317
tuapBkrMqk,BiFFzBWROl,1824167516,943639073
tuapBkrMqk,A_hDBGqCTI,769496307,224740874
tuapBkrMqk,PhPEdhwJiI,2046919541,450328572
tuapBkrMqk,RWm2TZvREr,2104227452,1379752728
VemPXXW3ZX,7hGSpeEQKO,920575119,27757145
VemPXXW3ZX,94zpO8kG_Y,1950489344,351795949
VemPXXW3ZX,6zELwpydNc,2040875468,858591507
VemPXXW3ZX,ZQbyGhrNW5,1551454416,1250129150
VemPXXW3ZX,2qQlbqA3kt,2094517840,516888519
VemPXXW3ZX,zxCCJ39YbM,794265359,531023195
VemPXXW3ZX,7WSMSPKQbH,1768130180,1007485408
VemPXXW3ZX,0iaUYylspY,1679916492,350486018
VemPXXW3ZX,J160besDvV,1718212038,514118407
VemPXXW3ZX,GoG7IZuLYB,2133194156,1157457297
VemPXXW3ZX,3f6Zdu6ozl,1132580175,720002395
VemPXXW3ZX,JmcYXeyW5a,1909121611,1548220959
VemPXXW3ZX,it_G7eGt1o,2020523935,144579704
VemPXXW3ZX,j2zbKKpWvQ,1878853395,751666656
VemPXXW3ZX,IOnWJ8P7IN,2129457588,618378509
VemPXXW3ZX,qknBvH7rZ5,582005994,72377146
VemPXXW3ZX,9bgYJOaw1L,2130963856,225510324
VemPXXW3ZX,rPljnegzf4,792230638,690800405
VemPXXW3ZX,TulsKh6wTi,656583012,103837941
VemPXXW3ZX,WdwGuEJXOW,914525686,360512611
5Ldp_Bw3_r,4TOYTfbGR5,2115870539,316100541
5Ldp_Bw3_r,e4tK4RnwAV,2030384264,1983122148
5Ldp_Bw3_r,CcP_2Lv0S1,1564586027,802281335
5Ldp_Bw3_r,XZJi6q96DC,1341025408,320236207
5Ldp_Bw3_r,XSyMULfpv7,1974275132,304165519
5Ldp_Bw3_r,_cJp9ciV0z,1741634647,570361779
5Ldp_Bw3_r,3NWoMI0U2u,2018339374,579608686
5Ldp_Bw3_r,Z87SbjDAdI,2076800936,1024926835
5Ldp_Bw3_r,qnTj2pqVgr,2026241022,1291411354
5Ldp_Bw3_r,fLzYk0KTAS,1029607145,924404226
5Ldp_Bw3_r,UWOyvJGBWY,1728405232,1397146915
5Ldp_Bw3_r,f7zepV5inw,1798948427,218401309
5Ldp_Bw3_r,09Ehzulhc2,869443596,198672973
5Ldp_Bw3_r,_UOkgemrBS,1578705161,438690495
5Ldp_Bw3_r,BA3yqxDxIl,2024524097,1649152752
5Ldp_Bw3_r,tdN1pBow94,1748130784,257006813
5Ldp_Bw3_r,11SumxQxPN,1085372000,1002000789
5Ldp_Bw3_r,eXWs9mj8Vj,594978740,101576653
5Ldp_Bw3_r,X2sYZqxlko,1731589321,836393128
5Ldp_Bw3_r,MRfvtFF10K,1723795744,1538634117
5Dv3tNoOWt,a6VzVGW7AS,1979631447,208208252
5Dv3tNoOWt,ydpVjtRfIZ,656732831,223011992
5Dv3tNoOWt,MqriV5CKy1,1328504028,878163254
5Dv3tNoOWt,_Vvwu_MJln,1712169509,15433979
5Dv3tNoOWt,0fUGdKQfu0,2073116044,234485722
5Dv3tNoOWt,UDwVYXmkw9,2112417673,44503391
5Dv3tNoOWt,kLEBgKJABa,1447261523,940480130
5Dv3tNoOWt,Q9hV1xMMgT,363307053,62901234
5Dv3tNoOWt,qtdeWqW78m,1631196950,162315561
5Dv3tNoOWt,8LPtbfMAdY,1782247707,1732961078
5Dv3tNoOWt,Kfs2pX2_K8,822012998,725290908
5Dv3tNoOWt,VntVCByKVk,1444790419,68885158
5Dv3tNoOWt,0RaEjpmb64,2012458074,1661228603
5Dv3tNoOWt,8ySlqKBmIS,490940630,213878506
