NOMBRE,DESCRIPCION,TRADUCCION,COSTO_PRODUCCION,PRECIO_VENTA,TIEMPO_PREPARACION,TIPO
iJpQ0b6scW,pbqss08njr,oJ4x5SFlKP,89757624,354910960,2133092185,27938361347450
NrB_qFKJVx,0UBfrcoagJ,jndaIuCTLV,254358557,1740344451,1339683196,27938361603341
5fxKhXhKLd,AToOqNvsQR,rLL0kuexye,1932462398,1160613495,883880460,27938361855647
9hD_Fc6t7Z,3Ul6oWSCDo,qw28UGyn0X,437684614,1061860683,1425258587,27938362104366
sHcMbubB_n,dy343DLEIb,e69hLZmjWx,1827304443,2011953126,2052290784,27938362364356
IS0O8hRWl9,kxAYVd1pAZ,4uWsMhiYeU,2026095561,978856937,62964633,27938362627933
ms7_0pZ8wy,VBqbJHylGA,9eRHfKvoxR,199377535,22565321,1944138408,27938362892533
ZHfxrvG99A,rsdMQaJFS0,mFhBL3hbcd,949543681,851151253,1303226800,27938363166868
2BF7wvlTon,Cva8IXuf3g,DjG8r8QWCA,799141685,1698154689,1726150681,27938372404582
omql0Q0rj6,SaF_KGyGSm,8ELVZMFLtp,1878880607,2098028366,1240394369,27938372625637
ywG4KoFAgU,Qch2hJv9nd,yO3hAtijPQ,724600160,24144982,905041117,27938372814418
AwunWIxSsA,CKd9XxEczY,vVnp1UCXTw,646271896,59955129,1436491516,27938373014726
hbjz5Amr36,e2Rv9WWGdc,1VeC4ufBDL,15074176,625379694,1514811602,27938373207349
6JZ939o7cB,CwRM64XGM3,tCHqysANJx,853327278,419260804,2078700151,27938373385116
aJKQ3Jtg6s,BP6ePlWAt2,JFqxqKOCxv,244558256,566845497,2030521321,27938373581581
ladAB3WUSd,VJIKcBL5ce,ZAJPE4PNbY,1070919601,324818181,383788329,27938373764983
8opuB4IEIC,fa4QWUY4Ea,SJtkeTkyuS,1275770802,1376268436,558130749,27938373938907
I8JVg0eKMB,_hJDtIJM_T,og_iipMNYR,306129331,1388239429,1789359888,27938374121541
ZsVpaov4cg,7mBVaLQJPQ,2iU7YDmWSb,1260154283,454179469,1276952497,27938374311346
UbIc542_Ye,QI289MFt2s,Gpmsh40_QG,1523309113,1564971449,2104950471,27938374537525
i6PD9ZLMbB,lq0jgFFEUT,b1O3PDAwoH,1074207578,1993948348,456510266,27938374729635
WzT2ZTVdEo,HhquRe4CpU,oBm4wySk88,71530523,1544181034,1898730899,27938374908171
oXjjhYRDdR,Q5zdYUrmZp,MK_Sk6FKY_,358307892,1329791760,685786553,27938375083888
IYFL0Us90V,VRiW0HIBum,AxtW3hhxwV,1674126325,613117582,1668760483,27938375257812
gJLZmYgThe,dU6PEk2MlM,0LMM8VGh1s,1655128869,1099677554,968292238,27938375430456
JAWVYs1wad,J4WX8Q2pGD,LHXSwmdnJf,1237462362,495721947,1440214084,27938375621798
QnUvfMDnKL,6W8g4Sg2c4,s54fqrlaBS,573073180,1330020841,1410617883,27938375794698
mxudHCUJHt,064hL862wT,sSP4IClETA,1192378496,1065525012,1141082673,27938375970159
KO4NCMd2_s,sqZK5XH2i8,HhD7NkYqwJ,388000580,682647215,745662175,27938383328517
yGbJQmbuc8,RubMeFvN_m,g5Q9axlIza,1324582564,687154246,1792945421,27938386579545
aETzUpTrIR,gr5PPP69MN,xwcE8ysbxz,2137280306,984272667,607171158,27938386779340
mlocfexwav,QK3aJKYfuc,eAlsDXesXj,1651843678,1159980156,1132207783,27938386966328
4KPGlnBRTS,5yMMlSyRgR,fFVsNA7sEm,354372,331713727,2138249772,27938387192763
yiU3T5xagA,NAdkxEcnFr,eUacndzs6I,378833152,395636620,1516784846,27938387387948
o51mGhRXNb,7iChEzeQX8,ybZ2Py28ft,457305265,1731671389,575561359,27938387588768
oC6GPE4f32,uIuLwcQTYy,ncKVbcWsHM,969734900,1056015805,1891104628,27938387774219
G5J4xxHPLl,KyDCs_dQeM,CnuDeGGTzT,1419058216,11077832,718782296,27938387963256
F68wfZk3Gd,Z98ue6tATk,UUOCnqH_z7,77182988,870508171,25189977,27938388150756
2S57CKvYKA,DuiE9JBHJe,GKR1FQlqYQ,427439839,96749350,1898216558,27938388332621
Lb1SqgQhUe,seO_VQCk_W,6BpJRa3cAx,427163713,1225937511,1104593323,27938388524219
jZQIIWkfPG,FxNOdnkdld,5YOljEnQJN,1799289446,1983000689,831508907,27938388701474
3GVs90Sc52,1wML6EPq5y,b6n4dH38yx,1428287340,49643538,653666439,27938388880009
vIr3koJgox,3gowILcCa0,gWp5kHaUAo,1750591062,144527646,1329964779,27938389060849
qxmfRCEgEr,J3nSvMJz5V,lbHyKWTJlB,1296681092,205616147,2064733965,27938389235542
z99QQBuj1s,3NXVvggvVw,U8RP61Bjb2,636009498,2063666455,1361163026,27938389411515
9V5JXErvii,SGPN2UmNra,MvgiptR1CC,325859738,1266106283,1303261065,27938389592612
idVaQwv3ag,kQw6VkHLog,9x7jHfjZQO,939043115,204083777,1993765932,27938389767048
o6q6jTavkC,2tu3JGygg5,4RGmjq8Nj_,542274239,1901833437,1918511429,27938389940461
SkZbyUcR4r,s7noppyriG,_Ew1j4MMJJ,1671476790,183725810,1388676891,27938397153583
cdBYS9d690,GLfHFeBBsA,6IkzZzh2tB,1186455510,1121730392,97063011,27938397357989
CKCuEOiNOt,I7vmdjZpJ_,0V1j8BQyVD,597398350,1722259384,1443268435,27938397555735
5Ym2yH1e64,emOigpRQdg,VFmyZtiszR,512555126,489054296,98587599,27938397741442
924iABZw0P,BleYz8e6uJ,hXeWOZJHAK,1902982977,2043248958,2052644283,27938397925100
7_Kp2jOxuM,LwopoO0Gxj,SkBvRpp1P9,1807579072,2090983952,991071577,27938398112088
SJkYtF65tO,i0hjwDShNK,QXsJsuVXQg,1923015201,308308787,1917831754,27938398300613
09BURrwHSJ,tuoTkytT9E,KuWsVrZRQI,13803056,341181582,1827863792,27938398482221
HYaFosHRxh,7oFZGihIVG,vc_XCYCTKs,649712661,1215534567,444501261,27938398663062
QQx5CxiNg7,IJw10sDcTm,mWpQXd2Y_S,173386647,1632241539,219472575,27938398837498
Xu2pmw1BUL,n8N0dkI5ff,150_iQITmF,1732725946,2114601289,2037933545,27938399012960
dKRmOdubaF,RTNxS5AgGN,szkl_Xk_iZ,248504252,713370463,923500201,27938399186115
ry42nstlNe,xXjPWBb1fo,7ZSdY8O_Dj,1741720670,1596697963,1070634238,27938399358247
8XxZR7EDtJ,oRAF0DiJwq,Io_1eqj2Ix,1858763481,17739699,812257479,27938399568800
46bk0KtRmA,Php9HA8rcJ,sPkundLwVa,715518502,81783040,1061618588,27938399741700
7j2cYu9zdX,Hz415z9s0Z,qzdi1_5N5v,1203333572,2128929464,724213156,27938399917930
qGl9SEIbkC,X49MTDYq1l,6a4fNXyU2D,2008437435,1681492320,245971322,27938400094416
rypbAZ7hCc,GNP9322Fp7,PtFYFHzVci,1369838805,140313924,1324318371,27938400266547
6SDXg5mVyf,jQlcR2UkSH,nf56IgBkCm,635838301,108949740,1007545993,27938400438422
Q8RhdVZF70,waS6TlPtDe,ofWwCoC8lC,944314333,1031326253,1214437044,27938400623105
8PtG4MWw0L,DcRP38HOAI,OPbJv2gRZj,403911958,2098180915,444451832,27938407781155
BAwqgQayHB,6DrB03dUmm,iel7srt4w0,1783819435,1134020857,2098066721,27938407982487
VQmnT7VTIl,oqshFCBh7C,zFc2rKsfCn,394271605,1833275101,502691045,27938408169731
OfGn7Mn2T7,_VOWn4OLWc,2iEWW2fhJi,2022156635,2022681812,736326400,27938408360817
Sw7tjDBPGi,dVoTsVYPt_,S1ZEyE7uQB,1123450445,1066191587,1998657488,27938408594168
faT98stcze,I0L36fD0K4,kPn8mEPE59,954216165,1005582374,762569368,27938408847498
4jZtgBteSC,XqreN02gux,xdHKfHJnA4,1561973102,2142363235,103174521,27938409082898
tTjrMxE_pp,On41FCxDbX,xBBEIqcWV0,1451802695,217090909,1532167273,27938409321628
4_BnWA92JX,Pw3gBDlZTZ,WKrjwhNNVe,327689055,201778883,1078354776,27938409506567
hgJUDRsyAf,4v7OWGjOQz,2P1qLYB4oa,1074995846,2045761815,1391253063,27938409703288
ClKQqko435,XSakgt08DV,NnqSTvft_u,1170531853,675695082,1003668840,27938409881823
ulTfuK5yrV,o_vpDTDv4u,UncJGaWl0Z,1272485313,1027940738,774150271,27938410077008
gcxuAGXEoZ,MQAzjR67_1,H7ijfAmEKF,925456848,868698069,1739503488,27938410257848
f58yOENcum,cc3qZDfuyY,1_4zOWcMbC,1992201836,1530489035,1658933272,27938410575215
P9zLrPeclf,DQMykV_TB3,1XVj6mHkMg,1425918345,1051019598,1390052015,27938410838279
KgLdDWrYL4,45_I3ZyJqN,CYexKq2YNL,535956098,1475727298,1194039450,27938411109027
9N0XqRWtF5,CuY58urUZv,jH45uNzCYU,2102554084,1331397237,379046437,27938411360821
uAV3GByWaM,j_GXyOSh1C,nWP9B2hACj,2021710779,1274406510,1760051091,27938411620811
yb2TTqP2sx,vShNu9RsNn,lPOIJXmP5b,1837054968,1606984642,111227666,27938411829059
JDedX2UJJe,kfHVpPGvPG,UBk8l90IpD,622863782,253415645,78570170,27938412018352
nv_uyskfYb,xWYMsCpdvC,6r9AFgejyM,1386854403,1930276243,1112022180,27938422054991
U4GzzTT76N,7bguQltgW9,AVxJ8gh94A,961522420,396592304,1666163013,27938422370822
Mz5q8jwPCI,rPVZrrckpQ,Erg0BI7eCS,1382270756,1166106051,1769861446,27938422656683
p9w3_HrPmO,17bZvyystp,BbmMOnts9m,348009726,1404510394,547636779,27938422936652
IA5UDnx8wJ,0KBoqCjJgh,Bq5seRFaWr,474948059,245010099,833963283,27938423215341
07PVwxvzZe,8mgUjv_3Q_,rAtgtpHXun,681145059,1421228477,146506025,27938423497872
zgbZqzhnTF,RcNZBsToe6,HvcWs2tk4g,672344894,88502715,90874544,27938423781940
NCNbaDt6Cw,MamlVLtVUD,Ip7bKhUQOE,896840295,459366039,1997951388,27938424052176
RXQThoKf8T,xRHZbPaVJO,43CI6qVEXY,639004839,465381494,481441233,27938424321387
MrbI1WQg4y,Xx57C7oS08,DKNdrrsAPu,166776341,347076430,617740104,27938424593672
mAnAmTuyDT,T9meE_NosB,BkkpW1x8Ro,731656821,506458928,766066218,27938424854431
gbzG2kypLW,khX60CegcJ,pcvYTv7qAE,273745368,1507017729,1158394482,27938425152331
XoyvrOS5Vm,ofOFCdNsQu,OidAP0dfC8,2011672670,1926238683,1751972876,27938425439216
HFOMKooKes,i3seLLL4io,P71YteU4Hx,1557698995,503088273,81838871,27938425721491
AMpxPA6wub,kh0hV7FnZm,LE0MJKbWEr,1950100050,432981067,1998237539,27938426020159
R85gp0t68w,i4ARfdOISf,uVIHEbCngD,1406394837,1052029235,456352455,27938426319596
kj1qmaz2tz,6S_CenXIS_,K_sER0xWiN,126787911,1219446891,1406062237,27938426593418
Z3bjoML070,lagsbizEN8,4GG6VIIpGd,160317460,1782574654,342149187,27938426880304
SZKJZZSev5,qhsXlmAyxn,F54H8tT4oW,1130718690,703400552,162871279,27938427157968
rs6931IHPt,k8uT195Xx0,gygkrtoaii,1783020243,1088226645,1763706227,27938427442036
OCSpLIAbma,nmXdcOxvUL,DVROQcjP5z,1106449286,35620250,1336979131,27938437746606
yhntdftBX_,9YZ2DChS9e,K90Z3zChm4,627534296,205872059,243781419,27938438039127
quzFoggkcM,eucWVufJU2,v1CI_2s_7Q,1033326858,643257199,1519021520,27938438324731
QyPOxLS5nU,dLKAdmVFDt,PReALCJL_X,2049880371,878643002,1746645693,27938438590357
hFcjkkMhDF,RG_9yindfT,lIy0uvLb1o,58290753,1486495412,1228850633,27938438853933
gZmgX_XdXt,8noeMniMez,LgmcpeXx78,979598393,216416758,1838599988,27938439119046
pCzmZ1XWaV,f8P2GNTEDO,KUxl1CFVE5,947435322,583080254,577173188,27938439383390
jzMZwgQi4U,Dkg8TLY3WQ,1A3ncNgrF9,1340410614,1128811566,311583882,27938439649016
FOv65TeVwf,BWCTAV2dSI,iZZ8kbbf5b,457690230,1866040107,882684656,27938439911567
cYjDqggY_w,Gt94EGC57s,pwibzMuA2j,1510590110,2009887229,1130038486,27938440172325
DXWF1DyLpA,tUMEnOGDH3,OXqW0siKtR,1597281469,949476560,620339325,27938440432572
OTP4nwNL_P,4K5Nhp1xOL,OCVcQBTWg_,2086297296,1284708382,1790176744,27938440692049
rSw_RJPZv7,GR9tX_gYxz,G224NEpo_b,2091732178,748161967,1281709353,27938440955882
bBdOlvflNJ,Izvx0i2CYe,kKSYPZ59NS,620725955,35692454,680082977,27938441228935
AoJhmHtDEr,JCdJ9HMJ_a,kqoPe265SY,868431077,658947108,70979864,27938441495585
9cviZEIsTo,r9QFaJQ4_B,WSsZFdGW0b,1628077820,650397991,188102024,27938441766589
hEC4VgWmEf,IHmPVovUXp,0VKa0Y6eKa,1585941742,1005792874,265688084,27938442038362
oVOdpZWGe3,CjjxhfV5xg,5xLAuGynHq,1468827331,1389188133,185996332,27938442310904
LTqTmMjEgi,jmI3gr8VSy,kPVRFQkzmp,1896584390,132948556,479305263,27938442582164
E1uDc9qnzX,bH1rTF4kSn,DUuZnRHSct,1234624164,680198387,176429541,27938442851888
RrXD3V_2RN,HOnNxa1ZFa,GbqgZifSV3,394281788,1867288611,674577848,27938452264551
NunrKqna7O,ARQMXCNP7m,A6homNhnFs,2092178590,911527428,2034897065,27938452491754
OleHNN7wBX,VrUrw826DG,UDO2x7f8Ky,727270287,1642224494,853959587,27938452692062
SGCq0GjCtk,_kKpbeL7_E,2KQ92OmNvY,2136088615,1462067279,349691515,27938452872646
zO6iMvRcg1,bJoitox_l1,xdF2ptE29w,1998658082,753796237,1988897049,27938453052974
9FFw0upj1Y,joJTsXswBU,1L0feI0vMb,870881752,732721224,1192291223,27938453228691
rQOW8Ezc_8,fwvVO67r4G,dSXJ567Nt6,2037057249,1299237782,219401702,27938453412349
XytV8OLoBp,8PpiLYE9z5,YU6FvgwsaA,772458936,1038827080,1726117895,27938453589604
ME3uxzfCFE,vtVW9AJNK4,b8qy6QB2K7,1523206642,1517023365,174756402,27938453787094
HDneokdT9E,naqQjSzzTX,UBkfqsz0Xl,726396840,836962893,1161413650,27938453973057
3ELmihIrf_,76b5hDSB3l,fhGS6NsQv7,1842488049,81834873,2088613317,27938454174133
RrZBnqzOFQ,xSlMyyU139,r0ITFu9XZo,322915267,1167397913,755240828,27938454411326
LqflhxzHtm,TGU9ffqSmx,Nm_1LdjKUl,789959220,399529013,1798994143,27938454629564
1Fexdak8ek,O9Ir5dMfh4,JV6kZIxAFi,2004360761,1359125456,1663998501,27938454811941
wP7JVJkjWg,nnw1hRMbLu,M16dVE_MDL,1160288136,2017202882,1485708126,27938455026337
er3ElVL2Gj,3YfJrOFwYt,V7mcKoB2op,1729303387,1177346429,1560456579,27938455264810
Qiec0hcm1a,cxEO_KG1TF,FzLqKhl11B,1492326611,993035448,1278114356,27938455488171
cBYqwBgFLQ,zIw51apYxT,ehHdnGcEEA,2028421946,536291783,1471597294,27938455730487
3McybwZTwH,5rbz5CdmSh,MdpjnUsPjw,2142702264,128530411,1474027679,27938455994063
54Dbqigzqi,oIkUigYzb8,X2BH1GNya4,1659517462,405191359,149975366,27938456240221
tq7UG5gCMh,AKjQThx1UR,2UbX7Xwu5k,575025812,198788784,1581219831,27938464950271
EjctE_r_ty,PrzKL9u2Gu,Cn8mNpuuuv,1100758665,751603633,565614237,27938465164154
gYniB8dD4P,WDDmZUAh_y,w0IJLbE2HU,1818235960,1588071883,1871250363,27938465372659
lG7aGKqFoJ,mJT_r3aXwZ,f2L6YjYV2v,643337872,735664751,2125001435,27938465559390
SObJlqmpM1,M_qwFaYfvl,4pcPgR1xAw,588523119,1435169850,691580283,27938465773786
p2luyUHlNZ,6fPGlyT496,LwP5syS8zO,1650076260,1147972329,265837444,27938465975631
kcXpy69swC,5s8OIoCwIB,_jmWKG7q_t,889946789,399058670,1153967402,27938466176963
pMTgu7PIiQ,og1XvTw6C7,q6Bv9rdlNd,413734684,445321198,1273508391,27938466378039
OAEnnm1MrB,eL3YaJzvJn,driVw5AWpF,1314376431,1128074788,272866559,27938466561697
1V4vMbO9Zx,aWWp60atmh,dizIwsbYhq,314050803,1076780586,1234518638,27938466746892
dgpw5zzwwy,lJHaKBdoXE,POufj3uuCZ,233408008,1334545133,806835937,27938466946175
vCcyoudBad,Wb8juYI5PP,DBuU67bz96,258505397,1918705895,1959873546,27938467232804
xxgcSiwX5O,bIJxdCCS99,U9Mxw2TAbu,451387961,1744229138,54919365,27938467507394
Qmei_VNDSs,xezDb8r8Qe,Psn5xG2uga,803251313,1642989982,508845403,27938467691309
KhZ4QDh5k1,j_D7Zbz6yE,BphqcbFZeJ,359475626,1618488422,1836796279,27938467885469
nmCatX73kX,JuTctJjTEJ,rGsjOUwCdr,1514592673,845849463,2094640430,27938468069383
GuwMzDiFRt,SHiSRQOybF,AOOtKqULKe,1422351521,1966790345,1026453688,27938468273533
msisALNoZr,LPMQCO70Xw,f8dtCAIAAE,585652838,352202372,64519094,27938468490490
VUPcWEr3Um,hrewv770p_,HRyQbsy7TV,709065469,1282019967,181843597,27938468671586
FkcuWT0NWu,eBy6EmDeKi,b0DZomA79R,403859041,617867937,1892157672,27938468846791
c99GC5O5gM,ig5Jta35ot,Ac6vYrP3_r,1192755452,1132392419,1621990978,27938480390861
vXMGrytmMK,vnGeVmFCGZ,KW_kSqJuQt,1778812269,557096573,1128916434,27938480583740
uuGwh_LhGp,q_Hle_cxJa,ORvPRTTlrd,1021205042,168277673,1947378137,27938480767142
JjOVgPMwGt,RL158rCdIZ,jnItM0jfUg,2090138549,1693439868,928454414,27938480945164
qNmUrJAxhL,9vpFixXyEz,b6PgVL5hET,1666306586,1998748920,5369178,27938481121906
h4vMkYzDpg,fz_kc6vkoP,ozFauktaVG,31212844,1051512597,769510569,27938481319396
6a4VBl3f2F,17f22HfJmf,pV8B23hMxH,587944204,1796518512,209238642,27938481530206
BexyEOVoeS,PzAGA_RgsL,d71glyB7JC,2079502717,1176690300,1886395358,27938481710022
9of849gMaZ,SrsPiJAA9k,CAIpX0IDP8,1163672775,2034654922,578548961,27938481898290
2dsULM4FeO,U90O0pL584,dv4UEFPRGO,1235327728,1978964837,660286870,27938482086559
o9GBAq7FTS,AzhLPnz5RT,HVOts1N8yR,448558061,2084764743,1751952894,27938482279438
9tHpl5bMKn,tdlwd05NrB,GELOyN6zY_,306606019,451340695,867130848,27938482471805
ZmvXQYXjwb,25eEVQfhJQ,SnCsgZNbNc,1366898279,792054540,1002579366,27938482658281
qQoeJDWW2Q,ADXsYDWyi3,VD5W6LCLd_,1093562396,1696925898,400813317,27938482996140
MOROHRBFaz,nYsZJjQsny,xJODIBSTMP,299877496,927599300,1140038677,27938483280720
72EAmIjS0g,zDIZPZxKXv,rTpRZaw0iC,1000790974,1859795260,544217780,27938483549675
j6MWhxkgCv,_KDXdXx3HT,k5uQUq_jXE,2117950913,598408130,1920487688,27938483821960
5wuIXVPUhx,5W88_FaVZx,XaAIEvYWfE,1627189958,1009892054,1674258202,27938484116018
SEiaRKScki,am3tcPGKU7,3QeuzPKHZ0,853492352,1837358597,46630075,27938484516121
XGW2n9qXdo,9IfFbfbQh9,nBWac3YjjJ,176026929,995544458,1114395139,27938484788918
A3oXf62th7,FiU0XtXoz_,ExWiOTuqZH,186884444,555661440,1698928222,27938493087851
Gd_k1wjhDB,3K4hJvZdR3,Il9NqncA6s,1069352918,185811481,899474567,27938493409060
OFFERa6tHY,FWoGB_9yin,WepIXsrDft,879182117,390039532,2057736832,27938493723610
wsjL3q6Nmn,RH7JlyL802,kRtWJjW56C,1864103286,1505292834,834635819,27938494032780
8AO0PU1oDG,PprE6W6yJF,0KZjnh3dyp,1031064712,892659860,1021750639,27938494312238
JR49lxmKDp,FYzrdMei0P,0cAAD3MbU1,883650183,1527305033,1656416858,27938494576582
fWeoItDFzL,oMENqKbN2S,qpRmopLVKe,832144210,1261050455,1316693728,27938494858345
ooKp1bbkMB,VOOaIEPgI3,nnneKwcb1x,1488499445,1412310435,268847930,27938495154964
FEghfoghHv,0x_JovTTGo,YXFEXJZAW0,371369358,323640670,467353383,27938495478478
lYHzo54mQG,lZLm5x1IgO,jLe0oAzu8o,496042697,1951672620,1259924142,27938495776378
wtcdmvEOT4,xGHJE7IFw2,zlwyIV47r6,1784509187,834728282,1534998042,27938496043541
5cbG2b0byd,4GZblNnzaC,T1YwDOcu99,1065459240,1420172744,1869220093,27938496328377
1iOcYZpJqt,BBPEkg8H1g,XX25xkuKdV,987337392,1614223976,620020543,27938496607322
rVFSoLlB56,xtnHyXftq5,R5_FqK_Fba,352483695,1865392649,57015903,27938496884218
KK7gWPvnGO,KIGZfwH691,ZC8X4Mzq86,661985882,2009526517,1461656776,27938497186984
CveM_zn32g,9OVvgcDOP2,DtpqrRu9j1,2038082004,865861294,1043133323,27938497546616
OEgAkeyrav,NRMpfkpEYW,qDmr8O4BlS,544991313,1308998224,956082104,27938497842723
KUUCLszPu_,rtrkPNwDH8,8ydtvF88gy,175654091,1585670627,579132421,27938498125254
Qx6xQzqBsQ,c8nAYJCx9N,_6LEKARiFw,1984851285,667419502,1693876949,27938498410602
31yyYa6MzA,kqDCzxYVeA,0oYEqnsP8B,577423812,1803398911,2096710639,27938498671617
zFT020oLQY,YIdKirJQAf,UHPK0ZFLjK,293768147,1334970608,147186924,27938508131924
bwAumqybo_,rrb8TSFU6o,1Xe2BwmmN9,1065529982,1973493298,167583207,27938508333000
OvoEJPY1a7,X0wA_WwHrl,LSsFN3sQx8,885257118,2115803884,1639312630,27938508551494
lzGwG40hAu,N5zOMgiv4o,ErQYEEe54d,191969143,1300834163,1003125244,27938508732078
0C_ityfn79,qbycdiYKPw,oiAxQICsWU,1918199281,470510453,1572138183,27938508912406
bqUd1izSi9,wNATPfCVnt,XHInJTkPNy,752576306,1969753880,713238753,27938509094271
GlFUQ5EPLj,aFGK6lGYjh,x1Kh5Nvivx,2009586617,134252339,894892511,27938509285614
0e6oh9Qnwi,wI70DiNCou,g9e8v8ka2V,1036403983,962071531,1969298009,27938509467222
RJ8tjmQN8u,VspqrF61lq,4yOyFbAcji,1754935846,1512538877,969667131,27938509652161
fpJ_DiXw3r,CwIRFzyCEk,CwIsiB3dvH,1424361455,522703844,536733417,27938509855286
FLuz69RRjL,H7o1Cl7jTS,_wrsFZ7FKg,1635023813,1414661631,2137314151,27938510029211
6IW7xyuM8g,vQSOB5g7pr,9Gto8NOIiQ,1614230788,1097618080,426216355,27938510214918
o58jXa167j,Pg8CFkZqG_,P3XyHfQwnB,751311604,920023534,831060831,27938510440072
TDD5Yd5J23,HgtYeFbTh_,3JEqxFF4aY,1081556548,1433027611,2017116442,27938510712869
atcTe8HpSg,4BN6GdYL2w,P0SsK6jt8S,39003681,604979368,1365015594,27938510984642
epCmX70NTs,b7F3cuzHyD,a_uZQfrvmD,1424693054,1490926064,1234442692,27938511316353
4XLQ_BLbpt,TXuaWH7MN7,Y9FsAUnPk0,1461953279,844046616,666841263,27938511578905
EH5coDm1eh,lUtsmKFUl5,ndBqYjo3fr,1789663120,1300558029,1794985566,27938511781774
8yPWFF1AJ6,J_Y5RYJJEI,av_bAevgsY,1054742148,1928106307,26523686,27938511962358
jIYY2PPtTA,nFVFAYD1rZ,4GK8jVdjIn,1221808360,553948924,981480950,27938512141149
4t6pJ0RePZ,LDFNb22Pdo,pKpa97Hzud,1847114730,1287567336,626228233,27938519221331
1ClSfMi9it,_rzqKnq9N4,1eP9f6RGWa,11257161,265014768,951767101,27938519443155
CHwArLM5zp,iEVidyoUKb,ezrwfvsBqu,2049760529,576298146,1583954522,27938519625276
VbMItGmdF0,tn3UIgAqXF,6yjJmKXOFz,591342328,30084102,1311974046,27938519804067
dLHTrkKDbo,FZLPVGBWNX,tC5CsIBGBc,572905216,539165726,1787621569,27938519984907
ZcgeiBageI,w2rR7eWna0,dM2vYSrrpI,2059667823,1678011557,1082854679,27938520161649
VuUoSpuYr3,pfXUbM2zte,7K6dVcjcyO,245164566,682765843,132243305,27938520364262
XLqsQM5uYu,nCH5Dug7CF,RQRYWfQWIC,483631304,1041182742,585486301,27938520550994
cj72NLVtu6,bgBAwVVo0M,8Zwtd5sqPL,1110136292,1755208378,512443953,27938520726199
4BBb9vAsfR,fy5PyXdFwx,tMWUzgno4h,2030514479,1635948033,845589181,27938520904990
4e0vdcaTZN,I28k0RjWBu,rnzQpZDnRG,426400436,1451149834,1085039923,27938521083013
0P5c_p4YSR,rbOKeg3aEQ,sGyoGR0OSS,634196418,1777721006,744987566,27938521274611
Zp_Gzd02KK,h5f55GFxuv,E6Z87Y4e0T,827303558,45533704,906559076,27938521467747
QAZbvvqbVy,VCGGf0epzR,eWtvkZzzWY,1618068198,1292739464,1441008751,27938521643720
8v_DT6eYvv,cvJV4BgGe3,mVjSTP9sHV,1903172523,1458186965,1106143841,27938521828915
3n9Zjp2gB2,wchAapKKsT,gDlHxuEkPj,1350645921,1453831284,550946357,27938522006170
S_J6AgpS3m,zAImuUdlHy,4AYBGtejix,114995721,51179863,1361987505,27938522222871
gCao8bAqAD,6NVH0OBSAd,i3_WWt5or7,6940356,315274507,1859340393,27938522512062
YyUkXaXBXc,QBMj_9XmZL,T1IKgpfDNm,1989531763,744920576,463193090,27938522747205
rkCUf5fIV0,sCsElj908a,3Prr9urNeF,646729093,1899250423,188757203,27938522927021
wZbRdqct5f,_ZvyLc4KW_,6oEbbEQsvg,2052523479,205150666,488982282,27938530285123
QqxAX37yWK,DBQRPBrbLP,KybH2NxI3i,263517363,1935173324,2064001952,27938530590195
SDLu4nzuz1,32yLFColPz,vQs5E7Yi2M,655654518,1351383101,292302255,27938530868371
XPQLyR3_zO,JyqPnoMi5a,9qlVm4CKbj,1676129169,1476169340,575881237,27938531116322
fCH0AZt8Of,tiwEDn9G7V,MatiHe0xR4,519495331,1754865540,1659119606,27938531368628
F8xayTOrt8,bRA1sCnXHx,WGIfdaXNBQ,327965359,1748789859,844468981,27938531619141
7v3C0BTivX,yyHPOnX3mJ,DAGABK3qMB,335767936,460820061,844533294,27938531899110
Td0tDKPhAU,YTGaqlT91P,0Vm6SHw6CG,659551061,536846363,1624392114,27938532158332
BQ8KYJu0sD,jL0T7v1xnl,nF3DNlTDnD,755359754,35276711,961795394,27938532440607
bZl9PA62iU,tNzOa0IW5A,FpdLzTdreQ,614900377,575883497,96981389,27938532702133
e252ayijAK,MSuB0khX0K,GtXSOxggsG,952261532,1169986861,1056496221,27938532958537
_CBeHDmrCS,LKIGUj0tl2,nz2S28rovG,27476627,621122505,1203721969,27938533199572
hXv3bR5C4O,1x3mb5Mjxj,lpMeO9GqN2,1619230591,1137716469,1446948696,27938533445474
_9esj4hd4K,s606pAF5ft,24A4fn_4Y9,1346189899,1985890382,1731873656,27938533713661
u9_awQRHfC,uSPptDR9mm,PW1_2Sm6Rw,1699388206,1636945464,1041601383,27938533978774
bQsC9AIDOZ,R4y1CQGE0P,ZLFZmT1oxV,1304807943,2062329499,1691610898,27938534219553
lWjVktRIk9,LtWHlCDzsF,IEhG405Ugb,1365831362,143702337,739821243,27938534463406
e5HV6sgL05,OCqoyflAlG,64I7tYPFzl,1368273332,557837919,724009464,27938534701623
iKv8fi2Gos,1Eh9nOBbpF,7MVKuQLN_A,1227864698,744238570,1071876370,27938534972115
ckwPvwdvHD,os8jdjGFmh,FYXMBYEtVf,1290252607,1642553310,1698288389,27938535239021
4KIe2a4obM,1cGoyPKmrc,2Sd_2M8PBy,1262115471,2052518158,1689636273,27938546210344
RiPBhazVjw,rPPIX49Mdq,pTFxQOM8RH,1836988352,1362979344,963484271,27938546475201
sT1Lz0HZpx,b0Oc3Sg4MY,IVFW4gnD34,612754562,76604590,656505108,27938546729299
